Session_ID,Customer_ID,Visit_Date,Age,Gender,City,Customer_Type,Previous_Purchases,Device,Traffic_Source,Session_Duration_Min,Pages_Viewed,Products_Viewed,Product_Category,Item_Purchased,Product_Price_INR,Added_to_Cart,Cart_Value_INR,Discount_Offered,Discount_Percent,Discount_Used,Purchased,Purchase_Amount_INR,Payment_Method,Delivery_Type,Review_Rating,Customer_Satisfaction
SES501460,CUST10957,2026-05-11 00:00:00,20,MALE,Kolkata,New,0,Tablet,Email,12.4,9,2,Beauty,Moisturizer,2739,No,0,Yes,15,No,No,0,Cash on Delivery,Standard,,
SES501769,CUST10456,2026-02-20 00:00:00,39,MALE,Hyderabad,Returning,9,Desktop,Direct,13.1,9,4,Sports,Football,10556,No,0,No,0,No,No,0,UPI,Standard,,
SES503299,CUST11819,2026-02-14 00:00:00,35,MALE,Chennai,New,1,Mobile,Facebook,11.3,8,6,Beauty,Moisturizer,3696,No,0,No,0,No,Yes,6180,UPI,Express,4.3,3.6
SES504013,CUST10573,2026-04-09 00:00:00,41,FEMALE,Jaipur,New,0,Mobile,Facebook,7.7,4,7,Beauty,Moisturizer,2367,Yes,5469,Yes,30,Yes,No,0,Debit Card,Standard,,
SES504208,CUST11802,2025-10-21 00:00:00,31,FEMALE,Delhi,Returning,6,Tablet,Facebook,7.5,4,4,Books,Fiction Book,1281,Yes,2205,No,0,No,Yes,2216,Wallet,Express,3.9,4.6
SES505774,CUST11186,2025-06-04 00:00:00,28,FEMALE,Bangalore,Returning,10,Desktop,Instagram,9.8,7,7,Books,Academic Book,2214,Yes,3669,No,0,No,Yes,3376,UPI,Standard,3.8,5
SES501588,CUST11093,2026-02-11 00:00:00,27,MALE,Hyderabad,New,0,Mobile,Email,10.6,5,1,Home & Kitchen,Coffee Maker,12201,Yes,30270,No,0,No,No,0,Net Banking,Standard,,
SES504665,CUST10144,2026-02-25 00:00:00,21,MALE,Mumbai,New,0,Mobile,Facebook,10.1,5,3,Beauty,Face Wash,2283,Yes,3260,Yes,5,No,No,0,UPI,Standard,,
SES501732,CUST11805,2025-08-07 00:00:00,39,MALE,Delhi,New,0,Mobile,Instagram,4.3,8,5,Sports,Running Shoes,2840,No,0,No,0,No,No,0,Cash on Delivery,Express,,
SES505745,CUST11303,2026-05-30 00:00:00,37,MALE,Delhi,Returning,2,Mobile,Email,18.3,6,3,Electronics,Power Bank,8824,Yes,15975,Yes,5,Yes,Yes,11091,Net Banking,Express,2.8,3.2
SES504698,CUST10451,2025-08-03 00:00:00,37,FEMALE,Kolkata,New,0,Mobile,Facebook,8.1,4,4,Fashion,Jacket,917,No,0,Yes,25,Yes,No,0,Wallet,Express,,
SES500183,CUST11844,2026-05-17 00:00:00,40,MALE,Hyderabad,Returning,9,Desktop,Instagram,22.8,9,4,Sports,Football,1688,Yes,2084,Yes,10,Yes,Yes,2893,Wallet,Express,4.5,4.1
SES501792,CUST11340,2025-06-26 00:00:00,18,MALE,Chennai,Returning,2,Mobile,Google,9.2,9,4,Home & Kitchen,Cookware Set,725,Yes,850,Yes,20,No,No,0,UPI,Express,,
SES502356,CUST10845,2025-10-17 00:00:00,21,FEMALE,Delhi,New,1,Mobile,Instagram,17.2,8,4,Sports,Football,4883,No,0,No,0,No,No,0,Credit Card,Standard,,
SES501941,CUST11235,2026-03-06 00:00:00,40,MALE,Lucknow,Returning,5,Tablet,Direct,21.3,8,2,Books,Fiction Book,1005,No,0,Yes,10,Yes,Yes,813,Debit Card,Express,4.2,5
SES500703,CUST12159,2026-05-21 00:00:00,36,MALE,Delhi,New,0,Desktop,YouTube,4.7,9,1,Fashion,T-Shirt,4133,No,0,Yes,20,No,No,0,UPI,Standard,,
SES502443,CUST10772,2026-04-15 00:00:00,35,MALE,Kolkata,New,0,Mobile,YouTube,8.3,7,6,Fashion,Kurta,6668,No,0,No,0,No,No,0,Debit Card,Standard,,
SES504025,CUST11538,2025-05-26 00:00:00,18,MALE,New Delhi,Returning,9,Tablet,Referral,25,12,2,Fashion,Kurta,3029,Yes,3402,No,0,No,No,0,Net Banking,Standard,,
SES500497,CUST10685,2025-06-11 00:00:00,28,MALE,Bangalore,New,0,Mobile,Facebook,25.9,3,4,Home & Kitchen,Coffee Maker,9863,Yes,10466,No,0,No,No,0,Wallet,Standard,,
SES504819,CUST11456,2025-05-15 00:00:00,33,FEMALE,Delhi,Returning,13,Mobile,Google,12.6,8,4,Beauty,Face Wash,2697,Yes,6257,No,0,No,Yes,4905,Debit Card,Standard,5,3.2
SES500465,CUST10217,2025-08-20 00:00:00,18,FEMALE,Pune,Returning,5,Mobile,Google,4.7,4,5,Fashion,Jacket,1464,Yes,2890,No,0,No,Yes,1298,UPI,Same Day,3.6,3.7
SES503842,CUST11620,2025-05-16 00:00:00,40,FEMALE,Jaipur,Returning,7,Mobile,YouTube,13,4,4,Fashion,Jeans,2714,Yes,3870,Yes,10,Yes,Yes,4997,Net Banking,Express,3.7,3.3
SES505211,CUST10670,2026-01-23 00:00:00,38,UNKNOWN,Bangalore,Returning,3,Mobile,Google,13.5,6,4,Home & Kitchen,Cookware Set,6019,No,0,Yes,5,No,No,0,Debit Card,Standard,,
SES500173,CUST11148,2025-07-26 00:00:00,35,FEMALE,Bangalore,Returning,4,Mobile,Google,4.5,7,4,Books,Self Help Book,964,No,0,Yes,25,Yes,No,0,UPI,Standard,,
SES502021,CUST12156,2025-06-11 00:00:00,18,FEMALE,Jaipur,Returning,12,Tablet,Google,6.6,4,6,Electronics,Wireless Earbuds,8827,No,0,Yes,30,No,No,0,Cash on Delivery,Standard,,
SES505783,CUST11422,2025-06-27 00:00:00,28,FEMALE,Mumbai,New,0,Desktop,Email,6.8,5,2,Sports,Football,9349,Yes,13205,No,0,No,Yes,20207,Credit Card,Standard,4.5,3.9
SES505369,CUST10889,2025-10-30 00:00:00,25,MALE,Chennai,New,0,Desktop,Direct,20.4,7,4,Beauty,Shampoo,4188,No,0,Yes,5,Yes,No,0,Debit Card,Express,,
SES502541,CUST10563,2025-03-01 00:00:00,34,FEMALE,Ahmedabad,New,0,Tablet,Email,10.6,6,2,Fashion,Sneakers,4902,Yes,6960,No,0,No,Yes,9065,Net Banking,Standard,4.9,2.7
SES505983,CUST11281,2025-04-13 00:00:00,27,FEMALE,Lucknow,New,0,Tablet,Google,4.4,6,4,Books,Academic Book,1171,No,0,Yes,15,Yes,No,0,Debit Card,Standard,,
SES502010,CUST11068,2026-01-31 00:00:00,40,FEMALE,Bangalore,New,0,Mobile,Email,4.9,6,2,Beauty,Shampoo,346,Yes,837,No,0,No,No,0,UPI,Standard,,
SES502261,CUST11968,2025-08-18 00:00:00,32,FEMALE,Delhi,New,0,Mobile,Instagram,13.2,6,3,Fashion,Kurta,3019,Yes,6342,Yes,25,No,No,0,Credit Card,Standard,,
SES503085,CUST10994,2025-01-10 00:00:00,54,MALE,Pune,Returning,12,Mobile,Email,11.3,5,2,Electronics,Smart Watch,34854,Yes,36129,Yes,10,Yes,Yes,64470,Credit Card,Standard,3.9,3.2
SES502113,CUST12172,2025-08-26 00:00:00,39,MALE,Jaipur,Returning,8,Mobile,Direct,21.3,6,6,Home & Kitchen,Coffee Maker,2913,No,0,Yes,15,No,Yes,5638,Debit Card,Standard,4.1,4.7
SES500901,CUST10285,2025-10-15 00:00:00,43,FEMALE,Jaipur,New,0,Desktop,YouTube,19,14,3,Home & Kitchen,Bedsheet,9895,Yes,16102,No,0,No,Yes,19686,UPI,Express,4.7,1.7
SES501447,CUST11738,2025-07-06 00:00:00,31,MALE,Bangalore,New,0,Mobile,Instagram,4.7,6,5,Sports,Yoga Mat,10301,No,0,Yes,15,Yes,No,0,Net Banking,Standard,,
SES501912,CUST10393,2025-05-15 00:00:00,54,MALE,Pune,Returning,4,Mobile,Instagram,6.6,9,4,Fashion,T-Shirt,1410,No,0,No,0,No,No,0,Credit Card,Express,,
SES503543,CUST10220,2026-04-08 00:00:00,32,MALE,Hyderabad,New,0,Desktop,Google,9.3,7,3,Electronics,Power Bank,27669,No,0,Yes,15,Yes,No,0,Wallet,Standard,,
SES502698,CUST10604,2025-02-28 00:00:00,48,MALE,Pune,Returning,10,Mobile,Instagram,4.7,11,5,Beauty,Shampoo,2098,No,0,Yes,15,No,No,0,Net Banking,Standard,,
SES504060,CUST10022,2025-01-20 00:00:00,24,MALE,Mumbai,Returning,10,Desktop,Instagram,11.9,7,3,Sports,Cricket Bat,5723,Yes,10384,No,0,No,Yes,8114,Debit Card,Standard,4.2,2.7
SES503663,CUST11001,2026-06-13 00:00:00,44,MALE,Delhi,New,0,Mobile,Email,1.3,5,2,Books,Biography,2135,Yes,2717,No,0,No,No,0,UPI,Express,,
SES500742,CUST11459,2026-06-21 00:00:00,18,MALE,Delhi,Returning,13,Desktop,Referral,6.3,11,5,Sports,Running Shoes,11203,Yes,18627,Yes,15,Yes,Yes,21510,UPI,Standard,2.8,3.7
SES502294,CUST12179,2025-03-21 00:00:00,23,MALE,Hyderabad,Returning,8,Mobile,YouTube,6.8,9,7,Electronics,Power Bank,10578,No,0,Yes,5,Yes,No,0,credit card,Same Day,,
SES502453,CUST11111,2026-01-02 00:00:00,29,MALE,Jaipur,New,0,Desktop,Referral,6.6,7,2,Books,Academic Book,2042,No,0,No,0,No,No,0,Debit Card,Standard,,
SES503859,CUST10781,2025-12-13 00:00:00,21,MALE,Mumbai,Returning,7,Mobile,Google,16.8,8,4,Sports,Running Shoes,9485,No,0,No,0,No,No,0,UPI,Standard,,
SES504923,CUST11856,2025-02-11 00:00:00,40,MALE,Hyderabad,Returning,14,Mobile,Referral,9.5,7,3,Home & Kitchen,Coffee Maker,7704,Yes,13188,Yes,20,Yes,Yes,10197,Credit Card,Express,3.4,2.5
SES501207,CUST10521,2026-04-02 00:00:00,27,FEMALE,Chennai,New,1,Mobile,Referral,6.2,5,6,Sports,Dumbbells,4404,No,0,Yes,15,Yes,Yes,7604,Cash on Delivery,Standard,2.9,3.5
SES500510,CUST11550,2026-01-07 00:00:00,40,FEMALE,Mumbai,New,0,Mobile,Unknown,2.1,10,2,Fashion,T-Shirt,3604,No,0,No,0,No,No,0,UPI,Standard,,
SES503717,CUST11333,2025-06-20 00:00:00,31,FEMALE,Bangalore,New,0,Tablet,Email,9.9,6,4,Beauty,Lipstick,3520,Yes,3984,Yes,15,Yes,No,0,Cash on Delivery,Express,,
SES504998,CUST11147,2026-05-17 00:00:00,40,FEMALE,Mumbai,New,0,Tablet,Direct,14.6,4,3,Books,Academic Book,283,No,0,No,0,No,No,0,Cash on Delivery,Standard,,
SES505084,CUST11568,2025-05-04 00:00:00,33,MALE,Bangalore,New,0,Mobile,Facebook,13.4,7,4,Fashion,Jeans,2670,Yes,2248,Yes,10,Yes,Yes,3887,Credit Card,Standard,4.4,3.7
SES504012,CUST10203,2025-09-17 00:00:00,18,FEMALE,Chennai,New,0,Mobile,Email,10.5,8,5,Electronics,Bluetooth Speaker,29311,No,0,Yes,25,Yes,Yes,49781,Wallet,Express,4.4,4.4
SES505462,CUST10289,2026-01-09 00:00:00,32,FEMALE,Pune,New,0,Mobile,Google,30.1,7,6,Fashion,Jeans,3261,Yes,5899,No,0,No,Yes,2925,UPI,Standard,4.1,4.4
SES501550,CUST11275,2026-02-02 00:00:00,42,FEMALE,Lucknow,Returning,6,Desktop,Instagram,17.5,6,6,Beauty,Lipstick,4219,Yes,8385,No,0,No,Yes,4254,UPI,Standard,2.9,3.7
SES503030,CUST10601,2025-08-31 00:00:00,39,FEMALE,Bangalore,Returning,2,Desktop,Referral,17.6,7,10,Beauty,Face Wash,4817,Yes,9677,No,0,No,Yes,4267,UPI,Standard,5,3.4
SES504547,CUST10538,2025-05-20 00:00:00,34,FEMALE,Pune,New,0,Mobile,Direct,18,12,2,Home & Kitchen,Table Lamp,6215,Yes,12753,Yes,20,No,Yes,11568,Cash on Delivery,Express,3.5,2.7
SES502203,CUST12076,2026-04-03 00:00:00,34,FEMALE,Lucknow,Returning,3,Mobile,Google,9.5,5,5,Beauty,Face Wash,3236,No,0,No,0,No,No,0,UPI,Standard,,
SES502567,CUST12022,2025-04-22 00:00:00,37,MALE,Kolkata,New,0,Mobile,Facebook,9.1,7,6,Fashion,Jeans,3593,No,0,Yes,20,Yes,No,0,UPI,Standard,,
SES503831,CUST10699,2025-09-14 00:00:00,29,FEMALE,Mumbai,Returning,11,Mobile,YouTube,7.7,14,2,Electronics,Power Bank,906,No,0,No,0,No,No,0,Debit Card,Standard,,
SES502045,CUST11657,2025-09-18 00:00:00,25,MALE,Ahmedabad,New,0,Desktop,Google,28.9,5,5,Beauty,Face Wash,4646,Yes,9975,Yes,10,Yes,Yes,6279,UPI,Standard,4.6,4.6
SES500768,CUST11674,2026-05-06 00:00:00,25,MALE,Jaipur,New,1,Mobile,Google,2,6,2,Home & Kitchen,Bedsheet,8588,No,0,Yes,10,Yes,No,0,Credit Card,Standard,,
SES505882,CUST11571,2025-04-17 00:00:00,18,FEMALE,Delhi,New,0,Mobile,Instagram,18,3,8,Beauty,Perfume,1250,No,0,No,0,No,No,0,Credit Card,Standard,,
SES503700,CUST11771,2025-09-17 00:00:00,22,MALE,Delhi,New,1,Mobile,Google,9,3,3,Fashion,Sneakers,5907,No,0,No,0,No,No,0,UPI,Standard,,
SES501509,CUST10301,2025-11-09 00:00:00,,FEMALE,Delhi,New,0,Desktop,Instagram,7.9,5,1,Books,Fiction Book,2267,No,0,No,0,No,No,0,Net Banking,Standard,,
SES503135,CUST10153,2026-05-02 00:00:00,32,FEMALE,Delhi,Returning,6,Desktop,Instagram,17.9,8,5,Electronics,Bluetooth Speaker,30107,Yes,28333,No,0,No,Yes,55050,UPI,Standard,3.8,3.9
SES505868,CUST10442,2026-06-04 00:00:00,43,MALE,Kolkata,New,0,Mobile,Referral,16.2,8,7,Books,Academic Book,773,Yes,1732,No,0,No,Yes,1499,Credit Card,Standard,4.3,4.1
SES500422,CUST11366,2026-02-06 00:00:00,33,MALE,Mumbai,New,0,Desktop,Instagram,3.4,8,3,Beauty,Lipstick,1424,No,0,No,0,No,No,0,UPI,Standard,,
SES500124,CUST12039,2025-02-24 00:00:00,42,FEMALE,Jaipur,New,0,Mobile,Google,11.6,8,4,Beauty,Face Wash,2912,Yes,2620,Yes,15,Yes,Yes,4995,Credit Card,Express,3.9,3.5
SES505006,CUST10383,2025-02-19 00:00:00,22,MALE,Chennai,New,1,Desktop,Referral,4,10,1,Fashion,Jacket,788,Yes,1577,Yes,15,Yes,Yes,1524,Cash on Delivery,Express,3.3,4.5
SES504986,CUST11224,2025-12-18 00:00:00,30,MALE,Hyderabad,Returning,7,Mobile,Direct,9.4,8,5,Beauty,Perfume,4017,Yes,6014,Yes,15,Yes,No,0,Credit Card,Standard,,
SES503293,CUST12094,2025-10-06 00:00:00,19,FEMALE,Delhi,Returning,15,Mobile,Direct,2.9,6,4,Electronics,Bluetooth Speaker,5817,Yes,11095,No,0,No,Yes,11520,UPI,Standard,4.2,4.8
SES500820,CUST11472,2025-01-11 00:00:00,37,MALE,Kolkata,Returning,5,Mobile,Instagram,12.2,5,2,Books,Business Book,2424,Yes,5823,No,0,No,Yes,3471,Credit Card,Standard,4.2,5
SES501404,CUST10317,2025-08-04 00:00:00,42,MALE,Pune,New,0,Mobile,Instagram,22.1,6,6,Electronics,Bluetooth Speaker,24236,Yes,34258,Yes,20,Yes,Yes,21884,Cash on Delivery,Express,4.8,4.4
SES501383,CUST12140,2026-06-15 00:00:00,18,FEMALE,Delhi,New,0,Mobile,Direct,7.7,8,3,Beauty,Shampoo,1686,No,0,No,0,No,No,0,Net Banking,Standard,,
SES502149,CUST10985,2026-01-20 00:00:00,33,MALE,Hyderabad,Returning,14,Desktop,Direct,5.2,9,3,Fashion,Sneakers,5783,No,0,No,0,No,No,0,Cash on Delivery,Same Day,,
SES505070,CUST11450,2025-09-07 00:00:00,36,FEMALE,Ahmedabad,New,0,Mobile,Google,13.6,7,3,Home & Kitchen,Cookware Set,867,Yes,996,No,0,No,Yes,1356,Credit Card,Express,4.8,4.3
SES501576,CUST12162,2025-01-09 00:00:00,28,MALE,Delhi,Returning,9,Mobile,Facebook,2,12,5,Beauty,Face Wash,1687,No,0,No,0,No,No,0,Debit Card,Same Day,,
SES501639,CUST11839,2025-07-11 00:00:00,47,FEMALE,Chennai,Returning,8,Desktop,Direct,6.5,7,3,Fashion,Sneakers,6096,Yes,8457,No,0,No,Yes,8223,Cash on Delivery,Standard,4.2,3.6
SES501796,CUST10561,2025-06-07 00:00:00,18,MALE,Mumbai,New,0,Mobile,Google,21.1,3,4,Electronics,Bluetooth Speaker,16112,Yes,14453,Yes,25,No,No,0,Net Banking,Standard,,
SES503332,CUST11552,2025-02-10 00:00:00,26,FEMALE,Mumbai,Returning,9,Mobile,Direct,6.1,7,5,Electronics,Smart Watch,24894,Yes,25949,No,0,No,No,0,Wallet,Same Day,,
SES505804,CUST11132,2025-05-11 00:00:00,35,FEMALE,Delhi,New,0,Mobile,Google,6,7,3,Home & Kitchen,Cookware Set,14579,Yes,19213,No,0,No,No,0,UPI,Standard,,
SES505367,CUST10405,2025-09-26 00:00:00,35,FEMALE,Ahmedabad,New,0,Tablet,Google,12.8,4,5,Home & Kitchen,Coffee Maker,9544,No,0,Yes,15,Yes,No,0,UPI,Standard,,
SES500400,CUST10826,2026-05-26 00:00:00,27,MALE,Hyderabad,New,0,Mobile,Instagram,9.7,6,3,Beauty,Moisturizer,1787,Yes,3344,Yes,20,No,Yes,3382,Cash on Delivery,Express,3.8,4.4
SES503152,CUST10681,2025-11-27 00:00:00,24,MALE,Bangalore,Returning,9,Mobile,YouTube,7.6,8,4,Books,Business Book,1815,No,0,No,0,No,Yes,1844,Credit Card,Standard,4.4,4.6
SES502311,CUST11822,2025-09-16 00:00:00,31,MALE,Bangalore,New,0,Desktop,Instagram,15.8,12,3,Fashion,Sneakers,2835,Yes,5577,No,0,No,Yes,5944,UPI,Standard,4.5,3.5
SES500883,CUST11626,2025-10-08 00:00:00,24,MALE,Delhi,Returning,15,Desktop,Google,7.9,5,4,Fashion,Sneakers,4072,No,0,Yes,10,Yes,No,0,Credit Card,Same Day,,
SES503566,CUST11393,2025-05-31 00:00:00,33,MALE,Chennai,New,0,Mobile,Facebook,24.7,7,5,Fashion,Jeans,6375,Yes,7534,Yes,5,Yes,Yes,12265,Debit Card,Same Day,3.9,2.5
SES506000,CUST10629,2025-01-09 00:00:00,18,MALE,Jaipur,New,0,Mobile,Facebook,9.5,11,3,Beauty,Face Wash,2677,Yes,3589,No,0,No,No,0,Cash on Delivery,Express,,
SES501180,CUST11797,2026-06-10 00:00:00,18,FEMALE,Chennai,Returning,4,Mobile,Instagram,21.7,8,4,Fashion,Jacket,1179,No,0,Yes,20,No,No,0,UPI,Standard,,
SES501353,CUST11017,2026-01-05 00:00:00,33,MALE,Delhi,New,0,Mobile,Google,7.3,9,3,Fashion,Sneakers,2450,Yes,2654,No,0,No,No,0,UPI,Express,,
SES505307,CUST10090,2025-06-20 00:00:00,18,FEMALE,Bangalore,New,0,Desktop,Google,4.9,4,4,Fashion,Jeans,2567,Yes,4801,Yes,10,Yes,No,0,Credit Card,Same Day,,
SES505486,CUST11275,2025-05-27 00:00:00,45,FEMALE,Kolkata,New,0,Mobile,Email,8,9,3,Beauty,Perfume,1415,No,0,No,0,No,No,0,CREDIT CARD,Standard,,
SES502131,CUST10922,2026-03-30 00:00:00,26,MALE,Hyderabad,New,0,Desktop,Facebook,5.4,7,3,Books,Fiction Book,1873,Yes,2653,No,0,No,Yes,2614,UPI,Express,3.5,4.9
SES500983,CUST10934,2026-01-22 00:00:00,40,MALE,Mumbai,New,0,Mobile,Email,8.5,9,1,Books,Fiction Book,1215,No,0,No,0,No,No,0,Debit Card,Same Day,,
SES500457,CUST11446,2025-01-18 00:00:00,31,MALE,Hyderabad,New,1,Mobile,Google,17.3,6,4,Fashion,Sneakers,1026,Yes,1677,No,0,No,Yes,2152,Cash on Delivery,Express,3.8,4.4
SES501487,CUST10526,2025-01-12 00:00:00,38,FEMALE,Bangalore,New,0,Mobile,Instagram,14.3,7,3,Home & Kitchen,Table Lamp,9924,Yes,21002,Yes,10,Yes,Yes,9009,Wallet,Standard,5,3.7
SES501080,CUST11751,2025-09-01 00:00:00,29,MALE,Bangalore,New,0,Mobile,Direct,14,7,5,Sports,Running Shoes,6047,No,0,Yes,15,Yes,No,0,UPI,Same Day,,
SES501951,CUST11247,2026-06-18 00:00:00,35,FEMALE,Pune,New,0,Tablet,Google,10.1,9,5,Home & Kitchen,Storage Box,1292,Yes,2062,No,0,No,No,0,UPI,Same Day,,
SES505184,CUST12093,2026-04-27 00:00:00,25,FEMALE,Pune,New,0,Desktop,Instagram,3.5,15,3,Fashion,T-Shirt,5594,Yes,12175,No,0,No,Yes,7334,Credit Card,Standard,4,2.9
SES500690,CUST11977,2025-04-21 00:00:00,26,FEMALE,Mumbai,Returning,10,Mobile,Google,19.9,9,4,Books,Fiction Book,1467,Yes,3022,No,0,No,Yes,1650,Credit Card,Express,4.2,5
SES502430,CUST10527,2025-08-08 00:00:00,33,FEMALE,Pune,New,1,Tablet,Google,10.4,5,3,Beauty,Moisturizer,1144,Yes,939,Yes,30,No,No,0,Cash on Delivery,Standard,,
SES500642,CUST11029,2026-04-08 00:00:00,31,FEMALE,Bangalore,Returning,15,Mobile,Email,8,6,6,Sports,Yoga Mat,4824,Yes,10914,Yes,10,Yes,Yes,8837,Credit Card,Standard,3.9,3.7
SES502393,CUST12137,2026-05-12 00:00:00,48,MALE,Mumbai,Returning,12,Mobile,Google,3.4,12,4,Electronics,Wireless Earbuds,4896,Yes,4441,Yes,10,Yes,Yes,8984,UPI,Standard,4.1,3.7
SES502826,CUST10906,2025-11-25 00:00:00,25,MALE,Jaipur,Returning,15,Mobile,Instagram,16.6,9,5,Fashion,Kurta,4006,Yes,8407,No,0,No,Yes,6294,UPI,Standard,4.5,3.4
SES501954,CUST10963,2025-02-09 00:00:00,26,MALE,Pune,Returning,4,Mobile,Direct,9.5,9,3,Beauty,Lipstick,1805,Yes,3149,No,0,No,Yes,2370,UPI,Standard,2.4,3.5
SES503539,CUST11235,2025-01-04 00:00:00,27,MALE,Delhi,New,0,Mobile,Instagram,1.8,6,2,Fashion,Jacket,2456,No,0,Yes,15,Yes,No,0,Debit Card,Express,,
SES503933,CUST12106,2025-11-20 00:00:00,26,FEMALE,Mumbai,New,0,Mobile,Instagram,27.2,7,1,Beauty,Face Wash,4436,Yes,6539,Yes,15,Yes,Yes,5479,Credit Card,Express,4.4,4.2
SES503059,CUST10651,2026-02-10 00:00:00,33,MALE,Delhi,New,0,Mobile,Instagram,7.3,5,3,Home & Kitchen,Storage Box,2770,No,0,No,0,No,No,0,UPI,Standard,,
SES503959,CUST11274,2025-10-24 00:00:00,22,FEMALE,Delhi,New,0,Mobile,Google,2.1,6,3,Beauty,Moisturizer,915,No,0,Yes,15,No,No,0,Credit Card,Express,,
SES505927,CUST12176,2026-04-17 00:00:00,23,MALE,Ahmedabad,New,0,Mobile,Facebook,4.1,8,4,Home & Kitchen,Cookware Set,14815,No,0,Yes,10,No,No,0,Net Banking,Express,,
SES502711,CUST11037,2025-10-14 00:00:00,27,MALE,Kolkata,New,0,Mobile,Referral,1.3,6,5,Electronics,Power Bank,13082,No,0,No,0,No,No,0,Debit Card,Express,,
SES501084,CUST11113,2025-04-18 00:00:00,35,MALE,Delhi,New,0,Desktop,Google,4.6,7,4,Electronics,Wireless Earbuds,27632,Yes,59803,No,0,No,No,0,Cash on Delivery,Standard,,
SES504472,CUST10008,2026-04-12 00:00:00,32,MALE,Delhi,Returning,2,Tablet,YouTube,21.7,6,4,Sports,Running Shoes,9743,Yes,10024,Yes,10,Yes,No,0,UPI,Standard,,
SES505747,CUST10641,2025-09-04 00:00:00,27,FEMALE,Pune,New,0,Mobile,Email,15,7,7,Fashion,T-Shirt,5431,Yes,7967,No,0,No,Yes,6459,UPI,Standard,4.6,3.5
SES504142,CUST10103,2025-03-22 00:00:00,18,MALE,Unknown,Returning,8,Mobile,Google,9.8,2,5,Electronics,Headphones,22426,Yes,54696,No,0,No,Yes,43176,Debit Card,Standard,3.6,5
SES501885,CUST12113,2025-04-02 00:00:00,42,FEMALE,Delhi,New,1,Mobile,Referral,9.9,9,2,Sports,Yoga Mat,2613,Yes,4448,Yes,15,No,No,0,UPI,Standard,,
SES505275,CUST10531,2025-02-26 00:00:00,20,FEMALE,Ahmedabad,New,0,Desktop,Instagram,1.2,8,3,Home & Kitchen,Coffee Maker,14875,Yes,24254,Yes,15,Yes,No,0,Debit Card,Standard,,
SES500390,CUST10012,2025-08-09 00:00:00,43,FEMALE,Chennai,New,0,Mobile,Direct,20,4,2,Home & Kitchen,Table Lamp,3322,No,0,No,0,No,No,0,UPI,Standard,,
SES502495,CUST11813,2026-04-08 00:00:00,24,MALE,Bangalore,Returning,10,Mobile,Google,10.1,6,6,Sports,Dumbbells,9827,Yes,21151,No,0,No,Yes,16214,UPI,Standard,4.3,4.4
SES501852,CUST11353,2025-07-15 00:00:00,39,FEMALE,Hyderabad,New,0,Desktop,Referral,16,3,3,Home & Kitchen,Storage Box,7197,Yes,17601,No,0,No,No,0,UPI,Express,,
SES503037,CUST10116,2025-11-07 00:00:00,30,FEMALE,Pune,New,0,Desktop,Referral,0.9,10,3,Fashion,Kurta,5230,No,0,No,0,No,No,0,Net Banking,Express,,
SES504739,CUST10814,2026-01-08 00:00:00,18,FEMALE,Hyderabad,New,0,Tablet,Instagram,4.4,8,4,Fashion,T-Shirt,4648,Yes,7154,Yes,25,No,No,0,UPI,Standard,,
SES503604,CUST10893,2025-10-23 00:00:00,28,FEMALE,Mumbai,New,0,Mobile,YouTube,10.8,4,6,Books,Biography,1331,No,0,No,0,No,No,0,UPI,Standard,,
SES500846,CUST11835,2026-05-04 00:00:00,29,FEMALE,Delhi,New,0,Mobile,YouTube,5.8,6,3,Fashion,Jacket,2498,Yes,4194,No,0,No,Yes,2899,Debit Card,Standard,3.5,2.8
SES500543,CUST11029,2025-12-17 00:00:00,22,FEMALE,Pune,Returning,2,Mobile,Direct,3.1,4,7,Home & Kitchen,Bedsheet,11384,Yes,27213,Yes,10,Yes,No,0,UPI,Express,,
SES503725,CUST11095,2026-02-02 00:00:00,18,FEMALE,Mumbai,New,0,Mobile,Google,8.5,9,5,Electronics,Bluetooth Speaker,3156,Yes,5054,Yes,15,Yes,No,0,Credit Card,Standard,,
SES500092,CUST10961,2025-05-29 00:00:00,25,FEMALE,Jaipur,New,0,Mobile,Google,4.2,8,4,Home & Kitchen,Coffee Maker,3985,No,0,No,0,No,Yes,6421,UPI,Standard,4.4,4.8
SES503680,CUST11320,2025-10-12 00:00:00,18,UNKNOWN,Kolkata,Returning,13,Desktop,Direct,15.6,10,6,Home & Kitchen,Table Lamp,12274,Yes,20732,No,0,No,No,0,Cash on Delivery,Standard,,
SES505673,CUST10092,2025-11-19 00:00:00,18,FEMALE,Bangalore,New,0,Mobile,Google,9.9,10,3,Books,Fiction Book,1060,Yes,2248,No,0,No,No,0,UPI,Same Day,,
SES503948,CUST11962,2025-01-24 00:00:00,40,MALE,Delhi,New,0,Tablet,Email,15.9,8,5,Sports,Dumbbells,9098,No,0,Yes,15,No,No,0,UPI,Standard,,
SES501980,CUST10846,2025-08-20 00:00:00,38,MALE,Mumbai,Returning,7,Desktop,Google,5.3,6,5,Home & Kitchen,Cookware Set,4604,No,0,Yes,20,Yes,No,0,Debit Card,Standard,,
SES503245,CUST10778,2025-09-16 00:00:00,32,FEMALE,Bangalore,Returning,13,Mobile,Google,9.6,7,3,Electronics,Headphones,31364,Yes,35780,Yes,15,No,No,0,Net Banking,Standard,,
